"year","region","sc_name","total_HC_m"
2014,"IV","Prionace glauca",74
2014,"IV","Prolatilus jugularis",4
2014,"IV","Pyura chilensis",0
2014,"IV","Ruvettus pretiosus",4
2014,"IV","Salilota australis",0
2014,"IV","Salmo salar",0
2014,"IV","Sarda chiliensis",0
2014,"IV","Sardinops sagax",0
2014,"IV","Scomber japonicus",0
2014,"IV","Sebastes capensis",0
2014,"IV","Semele solida",0
2014,"IV","Semicossyphus maculatus",0
2014,"IV","Seriola lalandi",2
2014,"IV","Seriolella caerulea",0
2014,"IV","Seriolella punctata",0
2014,"IV","Seriolella violacea",1
2014,"IV","Sprattus fuegensis",0
2014,"IV","Squalus acanthias",0
2014,"IV","Strangomera bentincki",0
2014,"IV","Tagelus dombeii",0
2014,"IV","Taliepus dentatus",0
2014,"IV","Tawera gayi",0
2014,"IV","Tegula atra",0
2014,"IV","Thais chocolata",44
2014,"IV","Thyrsites atun",0
2014,"IV","Trachurus murphyi",86
2014,"IV","Venus antiqua",0
2014,"IV","Xiphias gladius",987
2014,"IV","Zearaja chilensis",0
2014,"IX","Argobuccinum spp.",0
2014,"IX","Argopecten purpuratus",0
2014,"IX","Athyonidium chilensis",0
2014,"IX","Aulacomya ater",0
2014,"IX","Austromegabalanus psittacus",0
2014,"IX","Brama australis",0
2014,"IX","Callorhinchus callorhynchus",0
2014,"IX","Cancer coronatus",0
2014,"IX","Cancer edwardsi",0
2014,"IX","Cancer porteri",0
2014,"IX","Cancer setosus",0
2014,"IX","Cervimunida johni",0
2014,"IX","Chaceon chilensis",0
2014,"IX","Cheilodactylus variegatus",0
2014,"IX","Chlamys patagonica",0
2014,"IX","Chlamys vitrea",0
2014,"IX","Chondracanthus chamissoi",0
2014,"IX","Choromytilus chorus",0
2014,"IX","Chorus giganteus",0
2014,"IX","Cilus gilberti",0
2014,"IX","Concholepas concholepas",0
2014,"IX","Crassostrea gigas",0
2014,"IX","Dipturus trachyderma",0
2014,"IX","Dissostichus eleginoides",0
2014,"IX","Dosidicus gigas",0
2014,"IX","Durvillaea antarctica",0
2014,"IX","Eleginops maclovinus",0
2014,"IX","Engraulis ringens",0
2014,"IX","Ensis macha",0
2014,"IX","Enteroctopus megalocyathus",0
2014,"IX","Eptatretus polytrema",0
2014,"IX","Fissurella latimarginata",0
2014,"IX","Galaxias maculatus",0
2014,"IX","Gari solida",0
2014,"IX","Genypterus blacodes",0
2014,"IX","Genypterus chilensis",0
2014,"IX","Genypterus maculatus",0
2014,"IX","Graus nigra",0
2014,"IX","Haliotis discus hannai",0
2014,"IX","Haliotis rufescens",0
2014,"IX","Haliporoides diomedeae",0
2014,"IX","Helicolenus lengerichi",0
2014,"IX","Hemilutjanus macrophthalmos",0
2014,"IX","Heterocarpus reedi",0
2014,"IX","Homalaspis plana",0
2014,"IX","Isurus oxyrinchus",0
2014,"IX","Lithodes santolla",0
2014,"IX","Loligo gahi",0
2014,"IX","Loxechinus albus",0
2014,"IX","Macruronus magellanicus",0
2014,"IX","Merluccius australis",0
2014,"IX","Merluccius gayi gayi",0
2014,"IX","Mesodesma donacium",0
2014,"IX","Micromesistius australis",0
2014,"IX","Mulinia edulis",0
2014,"IX","Mustelus mento",0
2014,"IX","Mytilus chilensis",0
2014,"IX","Octopus (vulgaris) mimus",0
2014,"IX","Odontesthes regia",0
2014,"IX","Oncorhynchus kisutch",0
2014,"IX","Oncorhynchus mykiss",8
2014,"IX","Ostrea chilensis",0
2014,"IX","Ovalipes trimaculatus",0
2014,"IX","Paralomis granulosa",0
2014,"IX","Pinguipes chilensis",0
2014,"IX","Pleuroncodes monodon",0
2014,"IX","Prionace glauca",0
2014,"IX","Prolatilus jugularis",0
2014,"IX","Pyura chilensis",0
2014,"IX","Ruvettus pretiosus",0
2014,"IX","Salilota australis",0
2014,"IX","Salmo salar",54
2014,"IX","Sarda chiliensis",0
2014,"IX","Sardinops sagax",0
2014,"IX","Scomber japonicus",0
2014,"IX","Sebastes capensis",0
2014,"IX","Semele solida",0
2014,"IX","Semicossyphus maculatus",0
2014,"IX","Seriola lalandi",0
2014,"IX","Seriolella caerulea",0
2014,"IX","Seriolella punctata",0
2014,"IX","Seriolella violacea",0
2014,"IX","Sprattus fuegensis",0
2014,"IX","Squalus acanthias",0
2014,"IX","Strangomera bentincki",0
2014,"IX","Tagelus dombeii",0
2014,"IX","Taliepus dentatus",0
2014,"IX","Tawera gayi",0
2014,"IX","Tegula atra",0
2014,"IX","Thais chocolata",0
2014,"IX","Thyrsites atun",0
2014,"IX","Trachurus murphyi",0
2014,"IX","Venus antiqua",0
2014,"IX","Xiphias gladius",0
2014,"IX","Zearaja chilensis",0
2014,"RM","Argobuccinum spp.",0
2014,"RM","Argopecten purpuratus",0
2014,"RM","Athyonidium chilensis",0
2014,"RM","Aulacomya ater",0
2014,"RM","Austromegabalanus psittacus",0
2014,"RM","Brama australis",697
2014,"RM","Callorhinchus callorhynchus",38
2014,"RM","Cancer coronatus",0
2014,"RM","Cancer edwardsi",0
2014,"RM","Cancer porteri",0
2014,"RM","Cancer setosus",0
2014,"RM","Cervimunida johni",0
2014,"RM","Chaceon chilensis",0
2014,"RM","Cheilodactylus variegatus",0
2014,"RM","Chlamys patagonica",0
2014,"RM","Chlamys vitrea",0
2014,"RM","Chondracanthus chamissoi",0
2014,"RM","Choromytilus chorus",0
2014,"RM","Chorus giganteus",0
2014,"RM","Cilus gilberti",59
2014,"RM","Concholepas concholepas",0
2014,"RM","Crassostrea gigas",0
2014,"RM","Dipturus trachyderma",0
2014,"RM","Dissostichus eleginoides",901
2014,"RM","Dosidicus gigas",256
2014,"RM","Durvillaea antarctica",0
2014,"RM","Eleginops maclovinus",8
2014,"RM","Engraulis ringens",0
2014,"RM","Ensis macha",0
2014,"RM","Enteroctopus megalocyathus",0
2014,"RM","Eptatretus polytrema",0
2014,"RM","Fissurella latimarginata",0
2014,"RM","Galaxias maculatus",0
2014,"RM","Gari solida",0
2014,"RM","Genypterus blacodes",16
2014,"RM","Genypterus chilensis",2
2014,"RM","Genypterus maculatus",2
2014,"RM","Graus nigra",0
2014,"RM","Haliotis discus hannai",0
2014,"RM","Haliotis rufescens",0
2014,"RM","Haliporoides diomedeae",0
2014,"RM","Helicolenus lengerichi",0
2014,"RM","Hemilutjanus macrophthalmos",0
2014,"RM","Heterocarpus reedi",0
2014,"RM","Homalaspis plana",0
2014,"RM","Isurus oxyrinchus",0
2014,"RM","Lithodes santolla",0
2014,"RM","Loligo gahi",0
2014,"RM","Loxechinus albus",0
2014,"RM","Macruronus magellanicus",0
2014,"RM","Merluccius australis",114
2014,"RM","Merluccius gayi gayi",201
2014,"RM","Mesodesma donacium",0
2014,"RM","Micromesistius australis",0
2014,"RM","Mulinia edulis",0
2014,"RM","Mustelus mento",11
2014,"RM","Mytilus chilensis",0
2014,"RM","Octopus (vulgaris) mimus",0
2014,"RM","Odontesthes regia",0
2014,"RM","Oncorhynchus kisutch",0
2014,"RM","Oncorhynchus mykiss",0
2014,"RM","Ostrea chilensis",0
2014,"RM","Ovalipes trimaculatus",0
2014,"RM","Paralomis granulosa",0
2014,"RM","Pinguipes chilensis",0
2014,"RM","Pleuroncodes monodon",0
2014,"RM","Prionace glauca",0
2014,"RM","Prolatilus jugularis",4
2014,"RM","Pyura chilensis",0
2014,"RM","Ruvettus pretiosus",0
2014,"RM","Salilota australis",0
2014,"RM","Salmo salar",2
2014,"RM","Sarda chiliensis",0
2014,"RM","Sardinops sagax",0
2014,"RM","Scomber japonicus",0
2014,"RM","Sebastes capensis",0
2014,"RM","Semele solida",2
2014,"RM","Semicossyphus maculatus",0
2014,"RM","Seriola lalandi",0
2014,"RM","Seriolella caerulea",0
2014,"RM","Seriolella punctata",25
2014,"RM","Seriolella violacea",0
2014,"RM","Sprattus fuegensis",0
2014,"RM","Squalus acanthias",0
2014,"RM","Strangomera bentincki",0
2014,"RM","Tagelus dombeii",4
2014,"RM","Taliepus dentatus",0
2014,"RM","Tawera gayi",0
2014,"RM","Tegula atra",0
2014,"RM","Thais chocolata",0
2014,"RM","Thyrsites atun",2
2014,"RM","Trachurus murphyi",2
2014,"RM","Venus antiqua",0
2014,"RM","Xiphias gladius",946
2014,"RM","Zearaja chilensis",0
2014,"V","Argobuccinum spp.",0
2014,"V","Argopecten purpuratus",0
2014,"V","Athyonidium chilensis",0
2014,"V","Aulacomya ater",0
2014,"V","Austromegabalanus psittacus",0
2014,"V","Brama australis",175
2014,"V","Callorhinchus callorhynchus",0
2014,"V","Cancer coronatus",0
2014,"V","Cancer edwardsi",61
2014,"V","Cancer porteri",5
2014,"V","Cancer setosus",0
2014,"V","Cervimunida johni",63
2014,"V","Chaceon chilensis",2
2014,"V","Cheilodactylus variegatus",0
2014,"V","Chlamys patagonica",0
2014,"V","Chlamys vitrea",0
2014,"V","Chondracanthus chamissoi",0
2014,"V","Choromytilus chorus",0
2014,"V","Chorus giganteus",0
2014,"V","Cilus gilberti",5
2014,"V","Concholepas concholepas",9
2014,"V","Crassostrea gigas",0
2014,"V","Dipturus trachyderma",0
2014,"V","Dissostichus eleginoides",140
2014,"V","Dosidicus gigas",49280
2014,"V","Durvillaea antarctica",0
2014,"V","Eleginops maclovinus",0
2014,"V","Engraulis ringens",0
2014,"V","Ensis macha",0
2014,"V","Enteroctopus megalocyathus",0
2014,"V","Eptatretus polytrema",1
2014,"V","Fissurella latimarginata",0
2014,"V","Galaxias maculatus",0
2014,"V","Gari solida",0
2014,"V","Genypterus blacodes",7
2014,"V","Genypterus chilensis",0
2014,"V","Genypterus maculatus",1
2014,"V","Graus nigra",0
2014,"V","Haliotis discus hannai",0
2014,"V","Haliotis rufescens",121
2014,"V","Haliporoides diomedeae",51
2014,"V","Helicolenus lengerichi",0
2014,"V","Hemilutjanus macrophthalmos",0
2014,"V","Heterocarpus reedi",1335
2014,"V","Homalaspis plana",0
2014,"V","Isurus oxyrinchus",0
2014,"V","Lithodes santolla",0
2014,"V","Loligo gahi",0
2014,"V","Loxechinus albus",0
2014,"V","Macruronus magellanicus",0
2014,"V","Merluccius australis",0
2014,"V","Merluccius gayi gayi",7
2014,"V","Mesodesma donacium",0
2014,"V","Micromesistius australis",0
2014,"V","Mulinia edulis",0
2014,"V","Mustelus mento",0
2014,"V","Mytilus chilensis",0
2014,"V","Octopus (vulgaris) mimus",0
2014,"V","Odontesthes regia",0
2014,"V","Oncorhynchus kisutch",0
2014,"V","Oncorhynchus mykiss",0
2014,"V","Ostrea chilensis",0
2014,"V","Ovalipes trimaculatus",0
2014,"V","Paralomis granulosa",0
2014,"V","Pinguipes chilensis",0
2014,"V","Pleuroncodes monodon",41
2014,"V","Prionace glauca",0
2014,"V","Prolatilus jugularis",0
2014,"V","Pyura chilensis",0
2014,"V","Ruvettus pretiosus",0
2014,"V","Salilota australis",0
2014,"V","Salmo salar",0
2014,"V","Sarda chiliensis",0
2014,"V","Sardinops sagax",0
2014,"V","Scomber japonicus",0
2014,"V","Sebastes capensis",1
2014,"V","Semele solida",0
2014,"V","Semicossyphus maculatus",0
2014,"V","Seriola lalandi",3
2014,"V","Seriolella caerulea",0
2014,"V","Seriolella punctata",0
2014,"V","Seriolella violacea",0
2014,"V","Sprattus fuegensis",0
2014,"V","Squalus acanthias",0
2014,"V","Strangomera bentincki",0
2014,"V","Tagelus dombeii",0
2014,"V","Taliepus dentatus",0
2014,"V","Tawera gayi",0
2014,"V","Tegula atra",0
2014,"V","Thais chocolata",0
2014,"V","Thyrsites atun",0
2014,"V","Trachurus murphyi",4
2014,"V","Venus antiqua",0
2014,"V","Xiphias gladius",155
2014,"V","Zearaja chilensis",0
2014,"VI","Argobuccinum spp.",0
2014,"VI","Argopecten purpuratus",0
2014,"VI","Athyonidium chilensis",0
2014,"VI","Aulacomya ater",0
2014,"VI","Austromegabalanus psittacus",0
2014,"VI","Brama australis",0
2014,"VI","Callorhinchus callorhynchus",0
2014,"VI","Cancer coronatus",0
2014,"VI","Cancer edwardsi",0
2014,"VI","Cancer porteri",0
2014,"VI","Cancer setosus",0
2014,"VI","Cervimunida johni",0
2014,"VI","Chaceon chilensis",0
2014,"VI","Cheilodactylus variegatus",0
2014,"VI","Chlamys patagonica",0
2014,"VI","Chlamys vitrea",0
2014,"VI","Chondracanthus chamissoi",0
2014,"VI","Choromytilus chorus",0
2014,"VI","Chorus giganteus",0
2014,"VI","Cilus gilberti",0
2014,"VI","Concholepas concholepas",0
2014,"VI","Crassostrea gigas",0
2014,"VI","Dipturus trachyderma",0
2014,"VI","Dissostichus eleginoides",0
2014,"VI","Dosidicus gigas",0
2014,"VI","Durvillaea antarctica",0
2014,"VI","Eleginops maclovinus",0
2014,"VI","Engraulis ringens",0
2014,"VI","Ensis macha",0
2014,"VI","Enteroctopus megalocyathus",0
2014,"VI","Eptatretus polytrema",0
2014,"VI","Fissurella latimarginata",0
2014,"VI","Galaxias maculatus",0
2014,"VI","Gari solida",0
2014,"VI","Genypterus blacodes",0
2014,"VI","Genypterus chilensis",0
2014,"VI","Genypterus maculatus",0
2014,"VI","Graus nigra",0
2014,"VI","Haliotis discus hannai",0
2014,"VI","Haliotis rufescens",0
2014,"VI","Haliporoides diomedeae",0
2014,"VI","Helicolenus lengerichi",0
2014,"VI","Hemilutjanus macrophthalmos",0
2014,"VI","Heterocarpus reedi",0
2014,"VI","Homalaspis plana",0
2014,"VI","Isurus oxyrinchus",0
2014,"VI","Lithodes santolla",0
2014,"VI","Loligo gahi",0
2014,"VI","Loxechinus albus",0
2014,"VI","Macruronus magellanicus",0
2014,"VI","Merluccius australis",0
2014,"VI","Merluccius gayi gayi",0
2014,"VI","Mesodesma donacium",0
2014,"VI","Micromesistius australis",0
2014,"VI","Mulinia edulis",0
2014,"VI","Mustelus mento",0
2014,"VI","Mytilus chilensis",0
2014,"VI","Octopus (vulgaris) mimus",0
2014,"VI","Odontesthes regia",0
2014,"VI","Oncorhynchus kisutch",0
2014,"VI","Oncorhynchus mykiss",0
2014,"VI","Ostrea chilensis",0
2014,"VI","Ovalipes trimaculatus",0
2014,"VI","Paralomis granulosa",0
2014,"VI","Pinguipes chilensis",0
2014,"VI","Pleuroncodes monodon",0
2014,"VI","Prionace glauca",0
2014,"VI","Prolatilus jugularis",0
2014,"VI","Pyura chilensis",0
2014,"VI","Ruvettus pretiosus",0
2014,"VI","Salilota australis",0
2014,"VI","Salmo salar",0
2014,"VI","Sarda chiliensis",0
2014,"VI","Sardinops sagax",0
2014,"VI","Scomber japonicus",0
2014,"VI","Sebastes capensis",0
2014,"VI","Semele solida",0
2014,"VI","Semicossyphus maculatus",0
2014,"VI","Seriola lalandi",0
2014,"VI","Seriolella caerulea",0
2014,"VI","Seriolella punctata",0
2014,"VI","Seriolella violacea",0
2014,"VI","Sprattus fuegensis",0
2014,"VI","Squalus acanthias",0
2014,"VI","Strangomera bentincki",0
2014,"VI","Tagelus dombeii",0
2014,"VI","Taliepus dentatus",0
2014,"VI","Tawera gayi",0
2014,"VI","Tegula atra",0
2014,"VI","Thais chocolata",0
2014,"VI","Thyrsites atun",6
2014,"VI","Trachurus murphyi",0
2014,"VI","Venus antiqua",0
2014,"VI","Xiphias gladius",0
2014,"VI","Zearaja chilensis",0
2014,"VII","Argobuccinum spp.",0
2014,"VII","Argopecten purpuratus",0
2014,"VII","Athyonidium chilensis",0
2014,"VII","Aulacomya ater",0
2014,"VII","Austromegabalanus psittacus",0
2014,"VII","Brama australis",12
2014,"VII","Callorhinchus callorhynchus",0
2014,"VII","Cancer coronatus",0
2014,"VII","Cancer edwardsi",0
2014,"VII","Cancer porteri",0
2014,"VII","Cancer setosus",0
2014,"VII","Cervimunida johni",0
2014,"VII","Chaceon chilensis",0
2014,"VII","Cheilodactylus variegatus",0
2014,"VII","Chlamys patagonica",0
2014,"VII","Chlamys vitrea",0
2014,"VII","Chondracanthus chamissoi",0
2014,"VII","Choromytilus chorus",0
2014,"VII","Chorus giganteus",0
2014,"VII","Cilus gilberti",0
2014,"VII","Concholepas concholepas",0
2014,"VII","Crassostrea gigas",0
2014,"VII","Dipturus trachyderma",0
2014,"VII","Dissostichus eleginoides",0
2014,"VII","Dosidicus gigas",0
2014,"VII","Durvillaea antarctica",0
2014,"VII","Eleginops maclovinus",0
2014,"VII","Engraulis ringens",0
2014,"VII","Ensis macha",0
2014,"VII","Enteroctopus megalocyathus",0
2014,"VII","Eptatretus polytrema",0
2014,"VII","Fissurella latimarginata",0
2014,"VII","Galaxias maculatus",0
2014,"VII","Gari solida",0
2014,"VII","Genypterus blacodes",0
2014,"VII","Genypterus chilensis",0
2014,"VII","Genypterus maculatus",0
2014,"VII","Graus nigra",0
2014,"VII","Haliotis discus hannai",0
2014,"VII","Haliotis rufescens",0
2014,"VII","Haliporoides diomedeae",0
2014,"VII","Helicolenus lengerichi",0
2014,"VII","Hemilutjanus macrophthalmos",0
2014,"VII","Heterocarpus reedi",0
2014,"VII","Homalaspis plana",0
2014,"VII","Isurus oxyrinchus",0
2014,"VII","Lithodes santolla",0
2014,"VII","Loligo gahi",0
2014,"VII","Loxechinus albus",0
2014,"VII","Macruronus magellanicus",0
2014,"VII","Merluccius australis",0
2014,"VII","Merluccius gayi gayi",9
2014,"VII","Mesodesma donacium",0
2014,"VII","Micromesistius australis",0
2014,"VII","Mulinia edulis",0
2014,"VII","Mustelus mento",0
2014,"VII","Mytilus chilensis",0
2014,"VII","Octopus (vulgaris) mimus",0
2014,"VII","Odontesthes regia",0
2014,"VII","Oncorhynchus kisutch",0
2014,"VII","Oncorhynchus mykiss",0
2014,"VII","Ostrea chilensis",0
2014,"VII","Ovalipes trimaculatus",0
2014,"VII","Paralomis granulosa",0
2014,"VII","Pinguipes chilensis",0
2014,"VII","Pleuroncodes monodon",0
2014,"VII","Prionace glauca",0
2014,"VII","Prolatilus jugularis",0
2014,"VII","Pyura chilensis",0
2014,"VII","Ruvettus pretiosus",0
2014,"VII","Salilota australis",0
2014,"VII","Salmo salar",0
2014,"VII","Sarda chiliensis",0
2014,"VII","Sardinops sagax",0
2014,"VII","Scomber japonicus",0
2014,"VII","Sebastes capensis",0
2014,"VII","Semele solida",0
2014,"VII","Semicossyphus maculatus",0
2014,"VII","Seriola lalandi",0
2014,"VII","Seriolella caerulea",0
2014,"VII","Seriolella punctata",0
2014,"VII","Seriolella violacea",0
2014,"VII","Sprattus fuegensis",0
2014,"VII","Squalus acanthias",0
2014,"VII","Strangomera bentincki",0
2014,"VII","Tagelus dombeii",0
2014,"VII","Taliepus dentatus",0
2014,"VII","Tawera gayi",0
2014,"VII","Tegula atra",0
2014,"VII","Thais chocolata",0
2014,"VII","Thyrsites atun",1
2014,"VII","Trachurus murphyi",0
2014,"VII","Venus antiqua",0
2014,"VII","Xiphias gladius",0
2014,"VII","Zearaja chilensis",0
2014,"VIII","Argobuccinum spp.",6
2014,"VIII","Argopecten purpuratus",0
2014,"VIII","Athyonidium chilensis",0
2014,"VIII","Aulacomya ater",0
2014,"VIII","Austromegabalanus psittacus",0
2014,"VIII","Brama australis",3918
2014,"VIII","Callorhinchus callorhynchus",0
2014,"VIII","Cancer coronatus",30
2014,"VIII","Cancer edwardsi",28
2014,"VIII","Cancer porteri",123
2014,"VIII","Cancer setosus",92
2014,"VIII","Cervimunida johni",446
2014,"VIII","Chaceon chilensis",0
2014,"VIII","Cheilodactylus variegatus",0
2014,"VIII","Chlamys patagonica",0
2014,"VIII","Chlamys vitrea",0
2014,"VIII","Chondracanthus chamissoi",0
2014,"VIII","Choromytilus chorus",0
2014,"VIII","Chorus giganteus",50
2014,"VIII","Cilus gilberti",15
2014,"VIII","Concholepas concholepas",102
2014,"VIII","Crassostrea gigas",0
2014,"VIII","Dipturus trachyderma",0
2014,"VIII","Dissostichus eleginoides",204
2014,"VIII","Dosidicus gigas",78582
2014,"VIII","Durvillaea antarctica",0
2014,"VIII","Eleginops maclovinus",0
2014,"VIII","Engraulis ringens",1
2014,"VIII","Ensis macha",1408
2014,"VIII","Enteroctopus megalocyathus",2
2014,"VIII","Eptatretus polytrema",0
2014,"VIII","Fissurella latimarginata",2
2014,"VIII","Galaxias maculatus",0
2014,"VIII","Gari solida",59
2014,"VIII","Genypterus blacodes",3
2014,"VIII","Genypterus chilensis",2
2014,"VIII","Genypterus maculatus",13
2014,"VIII","Graus nigra",0
2014,"VIII","Haliotis discus hannai",0
2014,"VIII","Haliotis rufescens",11
2014,"VIII","Haliporoides diomedeae",0
2014,"VIII","Helicolenus lengerichi",9
2014,"VIII","Hemilutjanus macrophthalmos",0
2014,"VIII","Heterocarpus reedi",0
2014,"VIII","Homalaspis plana",46
2014,"VIII","Isurus oxyrinchus",0
2014,"VIII","Lithodes santolla",0
2014,"VIII","Loligo gahi",1
2014,"VIII","Loxechinus albus",47
2014,"VIII","Macruronus magellanicus",6747
2014,"VIII","Merluccius australis",135
2014,"VIII","Merluccius gayi gayi",7745
2014,"VIII","Mesodesma donacium",22
2014,"VIII","Micromesistius australis",0
2014,"VIII","Mulinia edulis",645
2014,"VIII","Mustelus mento",0
2014,"VIII","Mytilus chilensis",17
2014,"VIII","Octopus (vulgaris) mimus",1
2014,"VIII","Odontesthes regia",362
2014,"VIII","Oncorhynchus kisutch",0
2014,"VIII","Oncorhynchus mykiss",0
2014,"VIII","Ostrea chilensis",0
2014,"VIII","Ovalipes trimaculatus",2
2014,"VIII","Paralomis granulosa",0
2014,"VIII","Pinguipes chilensis",0
2014,"VIII","Pleuroncodes monodon",6507
2014,"VIII","Prionace glauca",0
2014,"VIII","Prolatilus jugularis",0
2014,"VIII","Pyura chilensis",0
2014,"VIII","Ruvettus pretiosus",0
2014,"VIII","Salilota australis",0
2014,"VIII","Salmo salar",0
2014,"VIII","Sarda chiliensis",6
2014,"VIII","Sardinops sagax",0
2014,"VIII","Scomber japonicus",2578
2014,"VIII","Sebastes capensis",0
2014,"VIII","Semele solida",0
2014,"VIII","Semicossyphus maculatus",0
2014,"VIII","Seriola lalandi",0
2014,"VIII","Seriolella caerulea",0
2014,"VIII","Seriolella punctata",0
2014,"VIII","Seriolella violacea",0
2014,"VIII","Sprattus fuegensis",0
2014,"VIII","Squalus acanthias",0
2014,"VIII","Strangomera bentincki",450
2014,"VIII","Tagelus dombeii",2522
2014,"VIII","Taliepus dentatus",0
2014,"VIII","Tawera gayi",0
2014,"VIII","Tegula atra",0
2014,"VIII","Thais chocolata",0
2014,"VIII","Thyrsites atun",84
2014,"VIII","Trachurus murphyi",187957
2014,"VIII","Venus antiqua",466
2014,"VIII","Xiphias gladius",10
2014,"VIII","Zearaja chilensis",0
2014,"X","Argobuccinum spp.",207
2014,"X","Argopecten purpuratus",0
2014,"X","Athyonidium chilensis",15
2014,"X","Aulacomya ater",3261
2014,"X","Austromegabalanus psittacus",11
2014,"X","Brama australis",155
2014,"X","Callorhinchus callorhynchus",0
2014,"X","Cancer coronatus",1
2014,"X","Cancer edwardsi",2964
2014,"X","Cancer porteri",0
2014,"X","Cancer setosus",36
2014,"X","Cervimunida johni",0
2014,"X","Chaceon chilensis",0
2014,"X","Cheilodactylus variegatus",0
2014,"X","Chlamys patagonica",0
2014,"X","Chlamys vitrea",0
2014,"X","Chondracanthus chamissoi",22
2014,"X","Choromytilus chorus",312
2014,"X","Chorus giganteus",1
2014,"X","Cilus gilberti",0
2014,"X","Concholepas concholepas",1027
2014,"X","Crassostrea gigas",6
2014,"X","Dipturus trachyderma",0
2014,"X","Dissostichus eleginoides",107
2014,"X","Dosidicus gigas",240
2014,"X","Durvillaea antarctica",35
2014,"X","Eleginops maclovinus",18
2014,"X","Engraulis ringens",0
2014,"X","Ensis macha",246
2014,"X","Enteroctopus megalocyathus",362
2014,"X","Eptatretus polytrema",0
2014,"X","Fissurella latimarginata",12
2014,"X","Galaxias maculatus",0
2014,"X","Gari solida",1081
2014,"X","Genypterus blacodes",157
2014,"X","Genypterus chilensis",0
2014,"X","Genypterus maculatus",0
2014,"X","Graus nigra",0
2014,"X","Haliotis discus hannai",0
2014,"X","Haliotis rufescens",625
2014,"X","Haliporoides diomedeae",0
2014,"X","Helicolenus lengerichi",0
2014,"X","Hemilutjanus macrophthalmos",0
2014,"X","Heterocarpus reedi",0
2014,"X","Homalaspis plana",14
2014,"X","Isurus oxyrinchus",0
2014,"X","Lithodes santolla",578
2014,"X","Loligo gahi",0
2014,"X","Loxechinus albus",16750
2014,"X","Macruronus magellanicus",0
2014,"X","Merluccius australis",3685
2014,"X","Merluccius gayi gayi",0
2014,"X","Mesodesma donacium",640
2014,"X","Micromesistius australis",0
2014,"X","Mulinia edulis",127
2014,"X","Mustelus mento",1
2014,"X","Mytilus chilensis",215865
2014,"X","Octopus (vulgaris) mimus",0
2014,"X","Odontesthes regia",188
2014,"X","Oncorhynchus kisutch",154223
2014,"X","Oncorhynchus mykiss",141603
2014,"X","Ostrea chilensis",4
2014,"X","Ovalipes trimaculatus",2
2014,"X","Paralomis granulosa",0
2014,"X","Pinguipes chilensis",0
2014,"X","Pleuroncodes monodon",0
2014,"X","Prionace glauca",0
2014,"X","Prolatilus jugularis",0
2014,"X","Pyura chilensis",753
2014,"X","Ruvettus pretiosus",0
2014,"X","Salilota australis",0
2014,"X","Salmo salar",591996
2014,"X","Sarda chiliensis",0
2014,"X","Sardinops sagax",0
2014,"X","Scomber japonicus",0
2014,"X","Sebastes capensis",0
2014,"X","Semele solida",389
2014,"X","Semicossyphus maculatus",0
2014,"X","Seriola lalandi",0
2014,"X","Seriolella caerulea",0
2014,"X","Seriolella punctata",0
2014,"X","Seriolella violacea",0
2014,"X","Sprattus fuegensis",5
2014,"X","Squalus acanthias",3
2014,"X","Strangomera bentincki",0
2014,"X","Tagelus dombeii",917
2014,"X","Taliepus dentatus",2
2014,"X","Tawera gayi",2642
2014,"X","Tegula atra",0
2014,"X","Thais chocolata",0
2014,"X","Thyrsites atun",303
2014,"X","Trachurus murphyi",0
2014,"X","Venus antiqua",3898
2014,"X","Xiphias gladius",0
2014,"X","Zearaja chilensis",9
2014,"XI","Argobuccinum spp.",0
2014,"XI","Argopecten purpuratus",0
2014,"XI","Athyonidium chilensis",0
2014,"XI","Aulacomya ater",0
2014,"XI","Austromegabalanus psittacus",0
2014,"XI","Brama australis",1826
2014,"XI","Callorhinchus callorhynchus",0
2014,"XI","Cancer coronatus",0
2014,"XI","Cancer edwardsi",717
2014,"XI","Cancer porteri",0
2014,"XI","Cancer setosus",0
2014,"XI","Cervimunida johni",0
2014,"XI","Chaceon chilensis",0
2014,"XI","Cheilodactylus variegatus",0
2014,"XI","Chlamys patagonica",0
2014,"XI","Chlamys vitrea",0
2014,"XI","Chondracanthus chamissoi",0
2014,"XI","Choromytilus chorus",0
2014,"XI","Chorus giganteus",0
2014,"XI","Cilus gilberti",0
2014,"XI","Concholepas concholepas",0
2014,"XI","Crassostrea gigas",0
2014,"XI","Dipturus trachyderma",0
2014,"XI","Dissostichus eleginoides",0
2014,"XI","Dosidicus gigas",13
2014,"XI","Durvillaea antarctica",0
2014,"XI","Eleginops maclovinus",0
2014,"XI","Engraulis ringens",0
2014,"XI","Ensis macha",0
2014,"XI","Enteroctopus megalocyathus",0
2014,"XI","Eptatretus polytrema",0
2014,"XI","Fissurella latimarginata",0
2014,"XI","Galaxias maculatus",1
2014,"XI","Gari solida",77
2014,"XI","Genypterus blacodes",60
2014,"XI","Genypterus chilensis",0
2014,"XI","Genypterus maculatus",0
2014,"XI","Graus nigra",0
2014,"XI","Haliotis discus hannai",0
2014,"XI","Haliotis rufescens",0
2014,"XI","Haliporoides diomedeae",0
2014,"XI","Helicolenus lengerichi",0
2014,"XI","Hemilutjanus macrophthalmos",0
2014,"XI","Heterocarpus reedi",0
2014,"XI","Homalaspis plana",6
2014,"XI","Isurus oxyrinchus",0
