"year","trade_name","landing","aquaculture","NHC","export","import","mean_yield","HC","per_cap_kg"
2017,"Breca Juan Fernandez",85,0,0,0,0,0.5,42.5,"     2.39265683"
2017,"Cabinza grunt",22,0,4,0,0,0.5,9,"     0.50668027"
2017,"Cape redfish",4,0,0,0,0,0.5,2,"     0.11259562"
2017,"Chilean grenadier",25,0,0,0,0,0.5,12.5,"     0.70372260"
2017,"Chilean sandperch",42,0,0,0,0,0.5,21,"     1.18225396"
2017,"Chilean silverside",550,0,0,331.7704,0,0.425,-98.0204,"    -5.51833363"
2017,"Chilean tunicate",2295,0,0,0,0,0.125,286.875,"    16.15043360"
2017,"Clams",23522,0,0,2823.9835,34.76,0.225,2503.2265,"   140.92616424"
2017,"Corvina drum",723,3,0,0,0,0.55,399.3,"    22.47971463"
2017,"Crab",14,0,0,0,0,0.225,3.15,"     0.17733809"
2017,"Crabs",7438,0,0,1390.25799,88.02632,0.225,371.31833,"    20.90440796"
2017,"Cusk-eel",1911,0,0,522.62274,0.215,0.5,433.09226,"    24.38214479"
2017,"Driftfish",21,0,0,0,0,0.5,10.5,"     0.59112698"
2017,"Eastern Pacific Black Ghostshark",1,0,0,0,0,0.55,0.55,"     0.03096379"
2017,"Eel",43,0,0,0,0.56,0.4,17.76,"     0.99984907"
2017,"Flathead grey mullet",42,0,0,0,0,0.6,25.2,"     1.41870476"
2017,"Flounders",29,0,0,0,0,0.5,14.5,"     0.81631821"
2017,"Giant barnacle",239,0,0,0,0,0.125,29.875,"     1.68189701"
2017,"Glasseye",1,0,0,0,0,0.5,0.5,"     0.02814890"
2017,"Grammarus",4,0,0,0,0,0.2,0.8,"     0.04503825"
2017,"Grape-eye seabass",23,0,14,0,0,0.525,4.725,"     0.26600714"
2017,"Hake",67021,0,0,21680.32274,310.53637,0.5,12140.71363,"   683.49556185"
2017,"Hapuku wreckfish",1,0,0,0.016,0,0.424,0.408,"     0.02296951"
2017,"Huaiquil",11,0,0,0,0,0.5,5.5,"     0.30963794"
2017,"Jack mackerel",355296,0,153474,119011.24864,9436.29425,0.5,-8663.95438999999,"  -487.76163857"
2017,"Jellyfish",924,0,0,0,0,1,924,"    52.01917436"
2017,"Jerguilla",4,0,0,0,0,0.5,2,"     0.11259562"
2017,"King crab",11162,0,0,5821.09831,19.74984,0.24375,-3080.61097,"  -173.43164413"
2017,"King gar",19,0,18,0,0,0.5,0.5,"     0.02814890"
2017,"Langostinos",10258,0,657,862.15996,0.002,0.225,1298.06704,"    73.07832866"
2017,"Limpet",644,0,0,35.82731,0,0.266428571428571,135.75269,"     7.64257884"
2017,"Lobsters",67,0,0,74.75789,0,0.225,-59.68289,"    -3.36001587"
2017,"Loco",2717,0,0,778.51594,0,0.225,-167.19094,"    -9.41248340"
2017,"Longtail southern cod",2400,0,0,0,0,0.5,1200,"    67.55736930"
2017,"Lorna drum",73,0,57,0,0,0.525,8.4,"     0.47290159"
2017,"Luvar",3,0,0,0,0,0.5,1.5,"     0.08444671"
2017,"Machas",2718,0,0,101.59019,0,0.225,509.95981,"    28.70961934"
2017,"Mackerel",69612,0,61409,2557.1251,2133.0969,0.6,4497.7718,"   253.21469208"
2017,"Marlin",11,0,0,0,0,0.4875,5.3625,"     0.30189699"
2017,"Mote sculpin",61192,0,60863,0,0,0.5,164.5,"     9.26098937"
2017,"Mussels",11602,341427,0,86025.11434,421.2252,0.175,-23823.81414," -1341.22850824"
2017,"Navaja de mar",2040,0,0,770.30243,0,0.225,-311.30243,"   -17.52564436"
2017,"Navajuela",5983,0,0,1845.76643,0,0.225,-499.59143,"   -28.12590228"
2017,"Octopus",3602,0,0,2012.08005,0.059,0.725,599.42895,"    33.74653578"
2017,"Oilfish",12,0,0,0,0,0.424333333333333,5.092,"     0.28666844"
2017,"Opah",54,0,0,0,0,0.45,24.3,"     1.36803673"
2017,"Oyster",171,426,0,2.133,0,0.125,72.492,"     4.08114068"
2017,"Pacific menhaden",29954,0,30005,0,0,0.55,-28.05,"    -1.57915351"
2017,"Pacific sandperch",28,0,0,0,0,0.5,14,"     0.78816931"
2017,"Pampanito",1,0,0,0,0,0.5,0.5,"     0.02814890"
2017,"Patagonian blennie",254,0,0,0,0,0.5,127,"     7.14982158"
2017,"Patagonian toothfish",6117,0,0,2667.92441,0,0.424,-74.3164100000004,"    -4.18385096"
2017,"Peruvian anchoveta",625697,0,623243,0,0,0.55,1349.7,"    75.98515112"
2017,"Peruvian grunt",6,0,0,0,0,0.525,3.15,"     0.17733809"
2017,"Peruvian morwong",2,0,0,0,0,0.5,1,"     0.05629781"
2017,"Peruvian rock seabass",82,0,5,0,0,0.525,40.425,"     2.27583888"
2017,"Prawns",59,0,0,0,0,0.2,11.8,"     0.66431413"
2017,"Rays",31,0,0,32.3119,0,0.5,-16.8119,"    -0.94647311"
2017,"Rockfish helicolenus",43,0,0,0,0,0.5,21.5,"     1.21040287"
2017,"Sardines",364068,0,357152,3.09644,375.87585,0.5,3830.77941,"   215.66448274"
2017,"Scallop",996,4705,0,1048.36774,0.1918,0.15,-193.02594,"   -10.86693726"
2017,"Sea cucumber",436,0,0,105.45073,0,1,330.54927,"    18.60919925"
2017,"Sea urchin",30108,0,0,2966.38783,0,0.075,-708.28783,"   -39.87505208"
2017,"Shark",558,0,0,0,0,0.5525,308.295,"    17.35633264"
2017,"Shrimp",4648,0,0,584.88906,3557.95664,0.2,3902.66758,"   219.71162912"
2017,"Skipjack tuna",117,0,19,0.7278,1885.1999,0.5375,1937.1471,"   109.05713501"
2017,"Snails",793,0,0,76.31395,37.59738,0.2,119.88343,"     6.74917429"
2017,"Snakehead kingcroaker",6,0,0,0,0,0.5,3,"     0.16889342"
2017,"Southern rays bream",25280,0,0,738.52976,0,0.5,11901.47024,"   670.02668347"
2017,"Squid",153706,0,88,69326.15251,0,0.785,51263.97749,"  2886.04954905"
2017,"Starry butterfish",23033,0,23050,0,0,0.5,-8.5,"    -0.47853137"
2017,"Swordfish",5510,0,0,3296.3279,0,0.425,-954.5779,"   -53.74064309"
2017,"Tadpole codling",348,0,0,231.16535,0,0.5,-57.16535,"    -3.21828388"
2017,"Thresher",25,0,0,0,0,0.6,15,"     0.84446712"
2017,"Tuna",95,0,0,24.1595,32424.03017,0.475,32444.99567,"  1826.58212856"
2017,"Vieja",6,0,0,0,0,0.55,3.3,"     0.18578277"
2017,"Wahoo",1,0,0,0,0,0.4,0.4,"     0.02251912"
2017,"Warehou",3562,0,0,2544.003,0,0.6,-406.803,"   -22.90211708"
2017,"Yellowtail amberjack",550,17,0,0,0,0.551666666666667,312.795,"    17.60967277"
2017,NA,1,0,0,0,0,0,0,"     0.00000000"
2013,"Abalone",0,1134,0,11.47402,0,0.225,243.67598,"    13.71842347"
2013,"Alage",0,53,53,0,0,0.75,0,"     0.00000000"
2013,"Atlantic halibut",0,3,0,0,0,0.5,1.5,"     0.08444671"
2013,"Salmon",0,640466,0,462968.61845,0.35374,0.5,-142735.26471," -8035.68249129"
2013,"Trout",0,145625,0,121089.16105,0,0.5,-48276.66105," -2717.87018243"
2013,"Turbot",0,107,0,0,0,0.5,53.5,"     3.01193271"
2014,"Abalone",0,1146,0,2.3232,0,0.225,255.5268,"    14.38559866"
2014,"Alage",0,26,26,0,0,0.75,0,"     0.00000000"
2014,"Trout",0,151773,0,82379.09721,0,0.5,-6492.59720999999,"  -365.51898950"
2014,"Turbot",0,2,0,0,0,0.5,1,"     0.05629781"
2015,"Abalone",0,1045,0,16.1486,1.7302,0.225,220.7066,"    12.42529774"
2015,"Salmon",0,775993,0,583523.69255,38.95283,0.5,-195488.23972,"-11005.55933645"
2015,"Trout",0,107109,0,72108.5376,0,0.5,-18554.0376," -1044.55164173"
2015,"Turbot",0,4,0,0,0,0.5,2,"     0.11259562"
2016,"Abalone",0,1276,0,6.75015,0.2376,0.225,280.58745,"    15.79645832"
2016,"Alage",0,17,106,0,0,0.75,-66.75,"    -3.75787867"
2016,"Salmon",0,643205,0,521076.40497,49.37957,0.5,-199424.5254,"-11227.16359090"
2016,"Trout",0,84607,0,53264.99117,0,0.5,-10961.49117,"  -617.10792250"
2017,"Abalone",0,1031,0,226.36239,0,0.225,5.61261000000002,"     0.31597764"
2017,"Alage",0,74,44,0,0,0.75,22.5,"     1.26670067"
2017,"Salmon",0,778366,0,534205.35988,42.05624,0.5,-144980.30364," -8162.07326135"
2017,"Trout",0,76960,0,46894.52155,0.001,0.5,-8414.52055,"  -473.71906020"
2017,"Turbot",0,5,0,0,0,0.5,2.5,"     0.14074452"
2013,"Anchovy",0,0,0,0.386,14.9227,0.55,14.5367,"     0.81838434"
2013,"Black bullhead",0,0,0,52.5,0,0.5,-52.5,"    -2.95563491"
2014,"Herring",0,0,0,239.25,23.5164,0.5,-215.7336,"   -12.14532874"
2015,"Anchovy",0,0,0,38.4655,10.51834,0.55,-27.94716,"    -1.57336384"
2015,"Black bullhead",0,0,0,26.4,0,0.5,-26.4,"    -1.48626212"
2015,"Herring",0,0,0,129.1,9.98096,0.5,-119.11904,"    -6.70614081"
2015,"Mackerel icefish",0,0,0,27.06217,0,0.55,-27.06217,"    -1.52354084"
2016,"Anchovy",0,0,0,2.529,13.43121,0.55,10.90221,"     0.61377052"
2016,"Herring",0,0,0,87,13.3226,0.5,-73.6774,"    -4.14787610"
2017,"Herring",0,0,0,87,8.77321,0.5,-78.22679,"    -4.40399678"
2017,"Other fish",0,0,0,103.57505,1295.24493,0.5,1191.66988,"    67.08840180"
2013,"Herring",0,0,0,0,15.42415,0.5,15.42415,"     0.86834583"
2013,"Other decapods",0,0,0,0,0.54432,0,0.54432,"     0.03064402"
2013,"Other invertebrates",0,0,0,0,19.38799,0,19.38799,"     1.09150133"
2013,"Other mollusks",0,0,0,0,37.37401,0.225,37.37401,"     2.10407483"
2014,"Anchovy",0,0,0,0,25.69067,0.55,25.69067,"     1.44632840"
2014,"Other crustaceans",0,0,0,0,2.47174,0.2,2.47174,"     0.13915354"
2014,"Other decapods",0,0,0,0,1.12946,0,1.12946,"     0.06358612"
2014,"Other invertebrates",0,0,0,0,18.94453,0,18.94453,"     1.06653551"
2014,"Other mollusks",0,0,0,0,0.254,0.225,0.254,"     0.01429964"
2015,"Other crustaceans",0,0,0,0,13.02918,0.2,13.02918,"     0.73351427"
2015,"Other decapods",0,0,0,0,0.49778,0,0.49778,"     0.02802392"
2015,"Other invertebrates",0,0,0,0,21.84086,0,21.84086,"     1.22959254"
2015,"Other mollusks",0,0,0,0,15.1736,0.225,15.1736,"     0.85424042"
2016,"Other crustaceans",0,0,0,0,30.2075,0.2,30.2075,"     1.70061603"
2016,"Other decapods",0,0,0,0,0.49896,0,0.49896,"     0.02809035"
2016,"Other invertebrates",0,0,0,0,12.15969,0,12.15969,"     0.68456389"
2016,"Other mollusks",0,0,0,0,46.328,0.225,46.328,"     2.60816484"
2017,"Anchovy",0,0,0,0,8.50814,0.55,8.50814,"     0.47898963"
2017,"Freshwater shrimp",0,0,0,0,0.681,0,0.681,"     0.03833881"
2017,"Other crustaceans",0,0,0,0,28.98,0.2,28.98,"     1.63151047"
2017,"Other decapods",0,0,0,0,0.80514,0,0.80514,"     0.04532762"
2017,"Other invertebrates",0,0,0,0,24.25448,0,24.25448,"     1.36547405"
2017,"Other mollusks",0,0,0,0,42.50229,0.225,42.50229,"     2.39278575"
NA,"Chalapo clinid",0,0,0,0,0,0.5,0,"     0.00000000"
NA,"Orange roughy",0,0,0,0,0,0.5,0,"     0.00000000"
NA,"Sea chub",0,0,0,0,0,0.5,0,"     0.00000000"
NA,"Splendid alfonsino",0,0,0,0,0,0.5,0,"     0.00000000"
