PRECIOS DE PRIMERA TRANSACCIÓN ,,,,,,,,,,,,
SECTOR ARTESANAL,,,,,,,,,,,,
2007,,,,,,,,,,,,
,,,,,,,,,,,,
AÑO,MES,REGIÓN,Código Caleta,Nom_caleta,Código especie,ESPECIE,PRECIO ($/ton),%,CANTIDAD (ton),ORIGEN INFORMACION,,DESTINO RECURSO
2007,Abril,I,2,Arica,226,Cojinoba del norte,"1,500,000",,0.085,B,BN,CHD
2007,Abril,I,2,Arica,425,Cholga,"120,000",,0.210,B,BN,CHD
2007,Abril,I,2,Arica,820,Piure,"100,000",,0.540,B,BN,CHD
2007,Abril,I,2,Arica,810,Erizo,"217,000",,0.307,B,BN,CHD
2007,Abril,I,2,Arica,485,Pulpo,"1,300,000",,0.610,B,BN,CHD
2007,Abril,I,2,Arica,653,Jaiba peluda,"289,000",,0.084,B,BN,CHD
2007,Abril,I,2,Arica,450,Lapa,"600,000",,0.225,B,BN,CHD
2007,Abril,I,2,Arica,406,Almeja,"374,000",,0.161,B,BN,CHD
2007,Abril,I,2,Arica,440,Culengue,"374,000",,0.050,B,BN,CHD
2007,Abril,I,8,Riquelme,266,Albacora o pez espada,"3,500,000",,0.600,L,BN,CHD
2007,Abril,I,8,Riquelme,284,Tiburón o marrajo,"1,500,000",,0.600,L,BN,CHD
2007,Abril,I,8,Riquelme,230,Corvina,"2,000,000",,0.040,B,BN,CHD
2007,Abril,I,8,Riquelme,260,Pejerrey de mar,"1,000,000",,0.300,B,BN,CHD
2007,Abril,I,8,Riquelme,226,Cojinoba del norte,"1,800,000",,0.300,L,BN,CHD
2007,Abril,I,8,Riquelme,266,Albacora o pez espada,"3,500,000",,1.100,L,BN,CHD
2007,Abril,I,8,Riquelme,260,Pejerrey de mar,"1,000,000",,0.200,B,BN,CHD
2007,Abril,I,8,Riquelme,284,Tiburón o marrajo,"1,500,000",,0.200,L,BN,CHD
2007,Abril,I,8,Riquelme,230,Corvina,"2,000,000",,0.080,L,BN,CHD
2007,Abril,I,8,Riquelme,226,Cojinoba del norte,"1,900,000",,0.180,B,BN,CHD
2007,Abril,I,8,Riquelme,219,Cabinza,"1,000,000",,0.040,B,BN,CHD
2007,Abril,I,8,Riquelme,217,Bacalao de profundidad,"5,700,000",,0.800,L,BN,PP
2007,Abril,I,8,Riquelme,450,Lapa,"800,000",,0.060,B,BN,CHD
2007,Abril,I,10,Cavancha,291,Vilagay,"700,000",,0.110,B,BN,CHD
2007,Abril,I,10,Cavancha,221,Cabrilla común,"800,000",,0.100,B,BN,CHD
2007,Abril,I,10,Cavancha,266,Albacora o pez espada,"3,000,000",,0.100,L,BN,CHD
2007,Abril,I,10,Cavancha,284,Tiburón o marrajo,"1,100,000",,0.050,L,BN,CHD
2007,Abril,I,10,Cavancha,291,Vilagay,"700,000",,0.070,B,BN,CHD
2007,Abril,I,10,Cavancha,284,Tiburón o marrajo,"1,100,000",,3.000,L,BN,CHD
2007,Abril,I,10,Cavancha,232,Acha,"4,000,000",,0.030,B,BN,CHD
2007,Abril,II,50,Antofagasta,280,Sargo,"476,000",,0.008,B,BN,CHD
2007,Abril,II,50,Antofagasta,234,Jurel,"200,000",,0.007,B,BN,CHD
2007,Abril,II,50,Antofagasta,236,Lenguado,"4,000,000",,0.007,B,BN,CHD
2007,Abril,II,50,Antofagasta,226,Cojinoba del norte,"3,000,000",,0.020,B,BN,CHD
2007,Abril,II,50,Antofagasta,406,Almeja,"1,000,000",,0.020,B,BN,CHD
2007,Abril,II,50,Antofagasta,435,Choro,"330,000",,0.045,B,BN,CHD
2007,Abril,II,60,Mejillones,450,Lapa,"750,000",,0.010,B,BN,CHD
2007,Abril,II,60,Mejillones,425,Cholga,"110,000",,0.090,B,BN,CHD
2007,Abril,II,60,Mejillones,450,Lapa,"750,000",,0.020,B,BN,CHD
2007,Abril,II,60,Mejillones,653,Jaiba peluda,"110,000",,0.050,B,BN,CHD
2007,Abril,II,56,Taltal,231,Dorado,"1,200,000",,0.022,B,,CHD
2007,Abril,II,56,Taltal,280,Sargo,"1,000,000",,0.008,B,,CHD
2007,Abril,II,56,Taltal,220,Cabrilla,"750,000",,0.006,B,,CHD
2007,Abril,II,56,Taltal,145,Huiro,"70,000",,12.000,O,,PP
2007,Abril,II,56,Taltal,227,Congrio colorado,"1,800,000",,0.045,B,,CHD
2007,Abril,II,56,Taltal,485,Pulpo,"1,300,000",,0.060,B,,PP
2007,Abril,II,56,Taltal,450,Lapa,"650,000",,2.199,,AM,PP
2007,Abril,II,46,Tocopilla,450,Lapa,"600,000",,0.080,B,BN,PP
2007,Abril,II,46,Tocopilla,221,Cabrilla común,"1,000,000",,0.015,B,BN,CHD
2007,Abril,II,46,Tocopilla,207,Apañado,"1,200,000",,0.018,B,BN,CHD
2007,Abril,II,46,Tocopilla,280,Sargo,"1,000,000",,0.025,,,
2007,Abril,II,46,Tocopilla,485,Pulpo,"1,300,000",,0.120,B,BN,PP
2007,Abril,II,46,Tocopilla,221,Cabrilla común,"1,000,000",,0.015,B,BN,CHD
2007,Abril,II,46,Tocopilla,450,Lapa,"800,000",,0.100,B,AM,PP
2007,Abril,III,76,Caldera,282,Sierra,"450,000",,0.020,B,BN,CHD
2007,Abril,III,76,Caldera,220,Cabrilla,"1,000,000",,0.008,B,BN,CHD
2007,Abril,III,76,Caldera,227,Congrio colorado,"2,000,000",,0.020,B,BN,CHD
2007,Abril,III,76,Caldera,227,Congrio colorado,"2,000,000",,0.080,B,BN,CHD
2007,Abril,III,76,Caldera,282,Sierra,"450,000",,0.020,B,BN,CHD
2007,Abril,III,76,Caldera,262,Pejeperro,"1,500,000",,0.015,B,BN,CHD
2007,Abril,III,76,Caldera,207,Apañado,"1,500,000",,0.010,B,BN,CHD
2007,Abril,III,76,Caldera,220,Cabrilla,"1,000,000",,0.008,B,BN,CHD
2007,Abril,III,76,Caldera,450,Lapa,"700,000",,0.030,B,BN,CHD
2007,Abril,III,74,Chañaral,234,Jurel,"700,000",,0.150,B,BN,CHD
2007,Abril,III,74,Chañaral,227,Congrio colorado,"2,000,000",,0.086,B,BN,CHD
2007,Abril,III,74,Chañaral,236,Lenguado,"2,500,000",,0.054,B,BN,CHD
2007,Abril,III,74,Chañaral,218,Caballa,"400,000",,0.060,B,BN,CHD
2007,Abril,III,74,Chañaral,234,Jurel,"600,000",,0.140,B,BN,CHD
2007,Abril,III,74,Chañaral,227,Congrio colorado,"2,700,000",,0.096,B,BN,CHD
2007,Abril,III,74,Chañaral,231,Dorado,"2,500,000",,0.059,B,BN,CHD
2007,Abril,III,78,Huasco,227,Congrio colorado,"2,000,000",,0.100,B,BN,CHD
2007,Abril,III,78,Huasco,229,Congrio negro,"2,000,000",,0.030,B,BN,CHD
2007,Abril,III,78,Huasco,220,Cabrilla,"1,000,000",,0.010,B,BN,CHD
2007,Abril,III,78,Huasco,218,Caballa,"130,000",,25.625,B,BN,PP
2007,Abril,III,78,Huasco,252,Vieja o mulata,"2,000,000",,0.025,B,BN,CHD
2007,Abril,III,78,Huasco,284,Tiburón o marrajo,"2,000,000",,0.400,B,BN,CHD
2007,Abril,III,78,Huasco,242,Merluza común,"2,000,000",,0.090,B,BN,CHD
2007,Abril,III,78,Huasco,282,Sierra,"1,000,000",,0.500,B,BN,CHD
2007,Abril,III,78,Huasco,266,Albacora o pez espada,"3,400,000",,0.562,B,BN,CHD
2007,Abril,III,78,Huasco,450,Lapa,"1,000,000",,0.100,B,BN,CHD
2007,Abril,III,78,Huasco,236,Lenguado,"2,500,000",,0.015,B,BN,CHD
2007,Abril,III,78,Huasco,234,Jurel,"2,000,000",,0.800,B,BN,CHD
2007,Abril,III,78,Huasco,273,Rollizo,"1,500,000",,0.021,B,BN,CHD
2007,Abril,III,78,Huasco,227,Congrio colorado,"2,000,000",,0.315,B,BN,CHD
2007,Abril,III,78,Huasco,229,Congrio negro,"2,000,000",,0.245,B,BN,CHD
2007,Abril,III,78,Huasco,220,Cabrilla,"1,000,000",,0.026,B,BN,CHD
2007,Abril,III,78,Huasco,230,Corvina,"2,000,000",,0.050,B,BN,CHD
2007,Abril,III,78,Huasco,226,Cojinoba del norte,"2,000,000",,0.003,B,BN,CHD
2007,Abril,III,78,Huasco,284,Tiburón o marrajo,"2,000,000",,0.280,B,BN,CHD
2007,Abril,III,78,Huasco,242,Merluza común,"2,000,000",,0.070,B,BN,CHD
2007,Abril,III,78,Huasco,282,Sierra,"1,000,000",,0.040,B,BN,CHD
2007,Abril,III,78,Huasco,266,Albacora o pez espada,"3,400,000",,0.663,B,BN,CHD
2007,Abril,III,78,Huasco,450,Lapa,"1,000,000",,0.150,B,BN,CHD
2007,Abril,III,78,Huasco,213,Blanquillo,"1,000,000",,0.020,B,BN,CHD
2007,Abril,IV,142,Tongoy,445,Jibia o calamar rojo,"33,000",,3.400,B,BN,PP
2007,Abril,IV,216,Quintay,273,Rollizo,"1,200,000",,0.025,O,BN,CHD
2007,Abril,IV,216,Quintay,291,Vilagay,"1,400,000",,0.010,O,BN,CHD
2007,Abril,IV,216,Quintay,229,Congrio negro,"2,000,000",,0.080,O,BN,CHD
2007,Abril,IV,216,Quintay,234,Jurel,"500,000",,0.080,O,BN,CHD
2007,Abril,V,216,Quintay,652,Jaiba mora,"800,000",,0.010,O,BN,CHD
2007,Abril,V,192,Ventana,220,Cabrilla,"500,000",,0.011,B,BN,CHD
2007,Abril,V,192,Ventana,234,Jurel,"666,666",,0.015,B,BN,CHD
2007,Abril,V,192,Ventana,282,Sierra,"500,000",,0.017,B,BN,CHD
2007,Abril,V,192,Ventana,252,Vieja o mulata,"750,000",,0.024,B,BN,CHD
2007,Abril,V,190,Horcón,282,Sierra,"666,666",,0.023,B,BN,CHD
2007,Abril,V,190,Horcón,652,Jaiba mora,"840,000",,0.017,B,BN,CHD
2007,Abril,V,190,Horcón,653,Jaiba peluda,"750,000",,0.086,B,BN,CHD
2007,Abril,V,190,Horcón,227,Congrio colorado,"2,500,000",,0.018,B,BN,CHD
2007,Abril,V,190,Horcón,239,Jerguilla,"1,000,000",,0.010,B,BN,CHD
2007,Abril,V,190,Horcón,227,Congrio colorado,"2,500,000",,0.024,B,BN,CHD
2007,Abril,V,190,Horcón,653,Jaiba peluda,"450,000",,0.040,B,BN,CHD
2007,Abril,V,230,San Antonio,242,Merluza común,"750,000",,0.100,B,BN,CHD
2007,Abril,V,230,San Antonio,242,Merluza común,"700,000",,0.100,B,BN,CHD
2007,Abril,V,214,Portales,242,Merluza común,"400,000",,1.300,O,BN,CHD
2007,Abril,V,214,Portales,242,Merluza común,"400,000",,0.300,B,BN,PP
2007,Abril,V,210,El Membrillo,445,Jibia o calamar rojo,"46,000",,5.000,O,BN,PP
2007,Abril,V,222,Hanga Roa,202,Atun ojos grandes,"3,500,000",,0.040,B,BN,CHD
2007,Abril,V,222,Hanga Roa,282,Sierra,"3,000,000",,0.030,B,BN,CHD
2007,Abril,V,222,Hanga Roa,288,Canque o Toremo,"3,500,000",,0.060,B,BN,CHD
2007,Abril,V,225,La Perouse,245,Nanue,"3,500,000",,0.090,B,BN,CHD
2007,Abril,V,225,La Perouse,245,Nanue,"3,500,000",,0.175,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,425,Cholga,"450,000",,0.200,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,242,Merluza común,"1,400,000",,0.045,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,227,Congrio colorado,"2,500,000",,0.020,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,228,Congrio dorado,"2,000,000",,0.016,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,282,Sierra,"1,000,000",,0.070,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,230,Corvina,"2,000,000",,0.026,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,209,Atun aleta larga,"2,000,000",,0.013,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,406,Almeja,"600,000",,0.030,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,410,Calamar,"700,000",,0.010,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,425,Cholga,"500,000",,0.060,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,465,Navajuela,"300,000",,0.060,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,227,Congrio colorado,"1,500,000",,0.030,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,230,Corvina,"1,500,000",,0.020,L,BN,CHD
2007,Abril,VIII,324,Talcahuano,282,Sierra,"1,000,000",,0.040,L,BN,CHD
2007,Abril,VIII,324,Talcahuano,820,Piure,"400,000",,0.080,B,BN,CHD
2007,Abril,VIII,324,Talcahuano,810,Erizo,"750,000",,0.015,B,BN,CHD
2007,Abril,VIII,374,Lebu,217,Bacalao de profundidad,"4,250,000",,2.103,L,BN,CHD
2007,Abril,VIII,374,Lebu,266,Albacora o pez espada,"3,000,000",,29.172,L,BN,CHD
2007,Abril,VIII,350,Lo Rojas,260,Pejerrey de mar,"550,000",,0.300,L,,CHD
2007,Abril,VIII,350,Lo Rojas,220,Cabrilla,"500,000",,0.100,B,,CHD
2007,Abril,VIII,350,Lo Rojas,282,Sierra,"950,000",,0.800,L,,CHD
2007,Abril,VIII,350,Lo Rojas,234,Jurel,"300,000",,0.300,B,,CHD
2007,Abril,VIII,350,Lo Rojas,242,Merluza común,"1,500,000",,0.850,L,,CHD
2007,Abril,VIII,350,Lo Rojas,820,Piure,"350,000",,0.500,B,,CHD
2007,Abril,VIII,350,Lo Rojas,242,Merluza común,"1,700,000",,0.100,L,,CHD
2007,Abril,VIII,350,Lo Rojas,260,Pejerrey de mar,"580,000",,0.300,L,,CHD
2007,Abril,VIII,350,Lo Rojas,282,Sierra,"900,000",,0.350,L,,CHD
2007,Abril,VIII,350,Lo Rojas,230,Corvina,"1,000,000",,0.100,B,,CHD
2007,Abril,VIII,350,Lo Rojas,234,Jurel,"330,000",,0.550,B,,CHD
2007,Abril,VIII,350,Lo Rojas,820,Piure,"380,000",,0.300,B,,CHD
2007,Abril,VIII,310,Tomé,230,Corvina,"1,300,000",,1.300,B,BN,CHD
2007,Abril,VIII,310,Tomé,653,Jaiba peluda,"300,000",,0.800,B,BN,CHD
2007,Abril,VIII,310,Tomé,229,Congrio negro,"1,200,000",,0.200,B - L,BN,CHD
2007,Abril,VIII,310,Tomé,120,Chicorea de mar,"200,000",,4.000,B,BN,PP
2007,Abril,VIII,310,Tomé,135,Luga luga,"200,000",,12.000,B,BN,PP
2007,Abril,VIII,310,Tomé,120,Chicorea de mar,"200,000",,5.000,B,BN,PP
2007,Abril,VIII,310,Tomé,135,Luga luga,"200,000",,8.000, B,BN,PP
2007,Abril,VIII,310,Tomé,282,Sierra,"400,000",,8.000,B,BN,CHD
2007,Abril,VIII,310,Tomé,653,Jaiba peluda,"300,000",,1.100,B,BN,CHD
2007,Abril,VIII,310,Tomé,820,Piure,"150,000",,3.100,B,BN,CHD
2007,Abril,VIII,310,Tomé,229,Congrio negro,"1,600,000",,2.300,B,BN,CHD
2007,Abril,VIII,310,Tomé,258,Pejegallo,"800,000",,0.400,B,BN,CHD
2007,Abril,VIII,374,Lebu,136,Luga roja,"200,000",55,2.763,,,
2007,Abril,VIII,374,Lebu,136,Luga roja,"150,000",54,1.161,,,
2007,Abril,VIII,322,Penco,136,Luga roja,"200,000",90,3.800,,,
2007,Abril,VIII,322,Penco,136,Luga roja,"200,000",90,3.721,,,
2007,Abril,VIII,304,Dichato,110,Cochayuyo,"150,000",,0.250,,,PP
2007,Abril,VIII,304,Dichato,145,Huiro,"100,000",,0.220,,,PP
2007,Abril,VIII,304,Dichato,130,Pelillo,"350,000",,0.300,,,PP
2007,Abril,VIII,306,Coliumo,145,Huiro,"100,000",,0.210,,,PP
2007,Abril,VIII,306,Coliumo,130,Pelillo,"350,000",,0.180,,,PP
2007,Abril,VIII,306,Coliumo,110,Cochayuyo,"150,000",,0.150,,,PP
2007,Abril,X,410,Los Molinos,227,Congrio colorado,"1,500,000",,0.360,B,,PP
2007,Abril,X,410,Los Molinos,230,Corvina,"1,200,000",,3.600,B,,PP
2007,Abril,X,410,Los Molinos,242,Merluza común,"250,000",,0.650,B,,PP
2007,Abril,X,410,Los Molinos,258,Pejegallo,"700,000",,1.770,B,,PP
2007,Abril,X,410,Los Molinos,282,Sierra,"300,000",,2.300,B,,PP
2007,Abril,X,410,Los Molinos,406,Almeja,"450,000",,0.400,B,,PP
2007,Abril,X,410,Los Molinos,425,Cholga,"300,000",,0.130,B,BN,PP
2007,Abril,X,410,Los Molinos,430,Chorito,"250,000",,0.600,B,BN,PP
2007,Abril,X,410,Los Molinos,435,Choro,"350,000",,0.270,B,,PP
2007,Abril,X,410,Los Molinos,820,Piure,"300,000",,0.100,B,BN,PP
2007,Abril,X,410,Los Molinos,227,Congrio colorado,"1,500,000",,1.050,B,,CHD
2007,Abril,X,410,Los Molinos,230,Corvina,"1,300,000",,5.547,B,,CHD
2007,Abril,X,410,Los Molinos,234,Jurel,"250,000",,0.150,B,,CHD
2007,Abril,X,410,Los Molinos,242,Merluza común,"400,000",,0.383,B,,CHD
2007,Abril,X,410,Los Molinos,258,Pejegallo,"600,000",,1.200,B,,CHD
2007,Abril,X,410,Los Molinos,268,Raya,"700,000",,0.080,B,,PP
2007,Abril,X,410,Los Molinos,282,Sierra,"600,000",,1.175,B,BN,CHD
2007,Abril,X,410,Los Molinos,406,Almeja,"400,000",,1.480,B,BN,CHD
2007,Abril,X,410,Los Molinos,425,Cholga,"300,000",,0.300,B,BN,CHD
2007,Abril,X,410,Los Molinos,430,Chorito,"200,000",,1.620,B,BN,CHD
2007,Abril,X,410,Los Molinos,435,Choro,"350,000",,1.480,B,BN,CHD
2007,Abril,X,410,Los Molinos,465,Navajuela,"250,000",,0.190,B,BN,CHD
2007,Abril,X,410,Los Molinos,820,Piure,"100,000",,1.140,B,BN,CHD
2007,Abril,X,404,Valdivia,227,Congrio colorado,"2,500,000",,0.050,O,,CHD
2007,Abril,X,404,Valdivia,230,Corvina,"2,000,000",,0.100,O,,CHD
2007,Abril,X,404,Valdivia,238,Lisa,"1,500,000",,0.025,O,,CHD
2007,Abril,X,404,Valdivia,242,Merluza común,"1,500,000",,0.250,O,,CHD
2007,Abril,X,404,Valdivia,270,Robalo,"1,000,000",,0.125,O,,CHD
2007,Abril,X,404,Valdivia,274,Reineta,"1,000,000",,0.300,O,BN,CHD
2007,Abril,X,404,Valdivia,406,Almeja,"700,000",,0.150,O,BN,CHD
2007,Abril,X,404,Valdivia,425,Cholga,"500,000",,0.090,O,BN,CHD
2007,Abril,X,404,Valdivia,430,Chorito,"350,000",,0.600,O,BN,CHD
2007,Abril,X,404,Valdivia,435,Choro,"700,000",,0.360,O,BN,CHD
2007,Abril,X,404,Valdivia,444,Huepo o navaja de mar,"1,000,000",,0.030,O,BN,CHD
2007,Abril,X,404,Valdivia,465,Navajuela,"700,000",,0.240,O,BN,CHD
2007,Abril,X,404,Valdivia,230,Corvina,"2,000,000",,0.100,O,,CHD
2007,Abril,X,404,Valdivia,234,Jurel,"500,000",,0.200,O,,CHD
2007,Abril,X,404,Valdivia,406,Almeja,"700,000",,0.100,O,BN,CHD
2007,Abril,X,404,Valdivia,425,Cholga,"500,000",,0.250,O,BN,CHD
2007,Abril,X,404,Valdivia,430,Chorito,"350,000",,0.400,O,BN,CHD
2007,Abril,X,418,Bahia Mansa,136,Luga roja,"145,000",82,46..38,,,PP
2007,Abril,XI,514,Pto. Aysén,244,Merluza del sur,"1,100,000",,9.332,B,,PP
2007,Abril,XI,514,Pto. Aysén,228,Congrio dorado,"700,000",,0.017,B,,PP
2007,Abril,XI,514,Pto. Aysén,244,Merluza del sur,"1,000,000",,2.769,B,,PP
2007,Abril,XII,534,Pta. Arenas,244,Merluza del sur,"1,400,000",,9.260,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,228,Congrio dorado,"1,000,000",,0.380,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,268,Raya,"840,000",,4.910,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,400,000",,8.350,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,440,000",,3.160,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,500,000",,0.160,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,535,000",,2.090,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,620,Centollón,"500,000",,8.960,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"236,000",,11.570,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"306,000",,9.290,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"311,000",,5.836,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"333,000",,1.523,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,244,Merluza del sur,"1,000,000",,6.420,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,244,Merluza del sur,"1,400,000",,7.840,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,268,Raya,"840,000",,0.780,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,400,000",,2.200,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,500,000",,4.650,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,635,000",,4.260,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,650,000",,3.490,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,700,000",,1.580,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,616,Centolla,"2,800,000",,7.600,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,620,Centollón,"500,000",,7.280,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,620,Centollón,"600,000",,0.480,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,620,Centollón,"700,000",,1.810,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"278,000",,9.940,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"288,000",,3.910,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"306,000",,7.540,O,BN,PP
2007,Abril,XII,534,Pta. Arenas,810,Erizo,"394,000",,1.584,O,BN,PP
2007,Abril,XII,536,Pto. Natales,244,Merluza del sur,"1,000,000",,35.000,L,BN,PP
2007,Abril,XII,536,Pto. Natales,810,Erizo,"200,000",,35.000,B,BN,PP
2007,Abril,XII,536,Pto. Natales,244,Merluza del sur,"1,000,000",,32.000,L,BN,PP
2007,Abril,XII,536,Pto. Natales,228,Congrio dorado,"1,000,000",,1.800,L,BN,PP
2007,Abril,XII,536,Pto. Natales,268,Raya,"800,000",,7.500,L,BN,PP
2007,Abril,XII,536,Pto. Natales,810,Erizo,"200,000",,52.000,L,BN,PP
2007,Abril,XII,536,Pto. Natales,455,Loco,"1,600,000",,3.000,L,BN,PP
2007,Mayo,I,2,Arica,226,Cojinoba del norte,"2,000,000",,0.070,B,BN,CHD
2007,Mayo,I,2,Arica,284,Tiburón o marrajo,"1,500,000",,0.130,B,BN,CHD
2007,Mayo,I,2,Arica,211,Azulejo,"800,000",,0.185,B,BN,CHD
2007,Mayo,I,2,Arica,266,Albacora o pez espada,"3,000,000",,0.095,B,BN,CHD
2007,Mayo,I,2,Arica,260,Pejerrey de mar,"400,000",,0.125,B,BN,CHD
2007,Mayo,I,2,Arica,820,Piure,"100,000",,0.600,B,BN,CHD
2007,Mayo,I,2,Arica,435,Choro,"210,000",,0.120,B,BN,CHD
2007,Mayo,I,2,Arica,485,Pulpo,"1,300,000",,0.846,B,BN,CHD
2007,Mayo,I,2,Arica,810,Erizo,"300,000",,0.120,B,BN,CHD
2007,Mayo,I,2,Arica,450,Lapa,"600,000",,0.200,B,BN,CHD
2007,Mayo,I,2,Arica,260,Pejerrey de mar,"450,000",,0.090,B,BN,CHD
2007,Mayo,I,2,Arica,222,Cazon,"400,000",,0.075,B,BN,CHD
2007,Mayo,I,2,Arica,810,Erizo,"300,000",,0.095,B,BN,CHD
2007,Mayo,I,2,Arica,640,Jaiba,"300,000",,0.092,B,BN,CHD
2007,Mayo,I,2,Arica,425,Cholga,"120,000",,0.050,B,BN,CHD
2007,Mayo,I,2,Arica,820,Piure,"100,000",,0.480,B,BN,CHD
2007,Mayo,I,2,Arica,435,Choro,"210,000",,0.060,B,BN,CHD
2007,Mayo,I,8,Riquelme,266,Albacora o pez espada,"3,000,000",,7.000,L,BN,PP
2007,Mayo,I,8,Riquelme,266,Albacora o pez espada,"4,000,000",,1.000,L,BN,CHD
2007,Mayo,I,8,Riquelme,284,Tiburón o marrajo,"1,800,000",,0.600,L,BN,CHD
2007,Mayo,I,8,Riquelme,230,Corvina,"2,000,000",,0.150,L,BN,CHD
2007,Mayo,I,8,Riquelme,260,Pejerrey de mar,"1,000,000",,0.400,B,BN,CHD
2007,Mayo,I,8,Riquelme,266,Albacora o pez espada,"2,400,000",,5.500,L,BN,PP
2007,Mayo,I,8,Riquelme,266,Albacora o pez espada,"4,000,000",,0.500,L,BN,CHD
2007,Mayo,I,8,Riquelme,284,Tiburón o marrajo,"1,800,000",,0.600,L,BN,CHD
2007,Mayo,I,8,Riquelme,226,Cojinoba del norte,"2,500,000",,0.300,L,BN,CHD
2007,Mayo,I,8,Riquelme,260,Pejerrey de mar,"1,000,000",,0.300,B,BN,CHD
2007,Mayo,I,8,Riquelme,450,Lapa,"1,200,000",,0.050,B,BN,CHD
2007,Mayo,I,10,Cavancha,291,Vilagay,"700,000",,0.050,B,BN,CHD
2007,Mayo,I,10,Cavancha,230,Corvina,"1,000,000",,0.040,B,BN,CHD
2007,Mayo,I,10,Cavancha,266,Albacora o pez espada,"2,400,000",,0.200,L,BN,CHD
2007,Mayo,II,60,Mejillones,406,Almeja,"400,000",,0.010,B,BN,CHD
2007,Mayo,II,60,Mejillones,450,Lapa,"1,500,000",,0.010,B,BN,CHD
2007,Mayo,II,60,Mejillones,425,Cholga,"500,000",,0.010,B,BN,CHD
2007,Mayo,II,60,Mejillones,425,Cholga,"400,000",,0.010,B,BN,CHD
2007,Mayo,II,60,Mejillones,450,Lapa,"500,000",,0.010,B,BN,CHD
2007,Mayo,II,56,Taltal,231,Dorado,"1,000,000",,0.012,B,BN,CHD
2007,Mayo,II,56,Taltal,280,Sargo,"800,000",,0.006,B,BN,CHD
2007,Mayo,II,56,Taltal,220,Cabrilla,"750,000",,0.010,B,BN,CHD
2007,Mayo,II,56,Taltal,145,Huiro,"70,000",,3.500,B,BN,CHD
2007,Mayo,II,56,Taltal,145,Huiro,"70,000",,13.000,O,BN,PP
2007,Mayo,II,56,Taltal,227,Congrio colorado,"1,800,000",,0.050,B,BN,CHD
2007,Mayo,II,56,Taltal,485,Pulpo,"1,400,000",,0.080,B,BN,PP
2007,Mayo,II,56,Taltal,266,Albacora o pez espada,"2,500,000",,0.700,B,BN,PP
2007,Mayo,II,46,Tocopilla,450,Lapa,"600,000",,0.015,B,BN,PP
2007,Mayo,II,46,Tocopilla,485,Pulpo,"1,200,000",,0.040,B,BN,PP
2007,Mayo,II,46,Tocopilla,226,Cojinoba del norte,"1,000,000",,0.035,B,BN,CHD
2007,Mayo,II,46,Tocopilla,485,Pulpo,"1,300,000",,0.120,B,BN,PP
2007,Mayo,II,46,Tocopilla,810,Erizo,"350,000",,0.715,B,AM,PP
2007,Mayo,II,46,Tocopilla,450,Lapa,"800,000",,0.100,B,AM,PP
2007,Mayo,II,46,Tocopilla,262,Pejeperro,"1,200,000",,0.015,B,BN,CHD
